time,faces_005,faces_007,average_numeric,average_binary,task_start_sec,task_end_sec,condition
15.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
16.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
16.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
17.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
17.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
18.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
18.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
19.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
19.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
20.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
20.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
21.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
21.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
22.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
22.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
23.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
23.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
24.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
24.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
25.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
25.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
26.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
26.5,1,1,1.45,1.0,3.0,783.0,Spatial/VR
27.0,1,1,1.4,1.0,3.0,783.0,Spatial/VR
27.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
28.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
28.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
29.0,2,1,1.25,1.0,3.0,783.0,Spatial/VR
29.5,2,1,1.25,1.0,3.0,783.0,Spatial/VR
30.0,2,1,1.25,1.0,3.0,783.0,Spatial/VR
30.5,2,1,1.25,1.0,3.0,783.0,Spatial/VR
31.0,2,1,1.25,1.0,3.0,783.0,Spatial/VR
31.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
32.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
32.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
33.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
33.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
34.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
34.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
35.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
35.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
36.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
36.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
37.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
37.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
38.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
38.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
39.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
39.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
40.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
40.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
41.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
41.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
42.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
42.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
43.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
43.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
44.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
44.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
45.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
45.5,1,1,1.45,1.0,3.0,783.0,Spatial/VR
46.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
46.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
47.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
47.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
48.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
48.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
49.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
49.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
50.0,1,1,1.2,1.0,3.0,783.0,Spatial/VR
50.5,2,1,1.25,1.0,3.0,783.0,Spatial/VR
51.0,2,1,1.25,1.0,3.0,783.0,Spatial/VR
51.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
52.0,2,1,1.3,1.0,3.0,783.0,Spatial/VR
52.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
53.0,2,1,1.3,1.0,3.0,783.0,Spatial/VR
53.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
54.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
54.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
55.0,0,1,1.25,0.97,3.0,783.0,Spatial/VR
55.5,2,1,1.25,0.97,3.0,783.0,Spatial/VR
56.0,2,2,1.3,0.97,3.0,783.0,Spatial/VR
56.5,1,2,1.3,0.97,3.0,783.0,Spatial/VR
57.0,1,1,1.25,0.97,3.0,783.0,Spatial/VR
57.5,1,1,1.2,0.97,3.0,783.0,Spatial/VR
58.0,1,1,1.15,0.97,3.0,783.0,Spatial/VR
58.5,2,1,1.2,0.97,3.0,783.0,Spatial/VR
59.0,2,1,1.25,0.97,3.0,783.0,Spatial/VR
59.5,2,1,1.3,0.97,3.0,783.0,Spatial/VR
60.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
60.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
61.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
61.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
62.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
62.5,2,2,1.5,1.0,3.0,783.0,Spatial/VR
63.0,2,2,1.6,1.0,3.0,783.0,Spatial/VR
63.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
64.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
64.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
65.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
65.5,2,2,1.85,1.0,3.0,783.0,Spatial/VR
66.0,1,1,1.8,1.0,3.0,783.0,Spatial/VR
66.5,1,1,1.75,1.0,3.0,783.0,Spatial/VR
67.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
67.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
68.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
68.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
69.0,2,1,1.65,1.0,3.0,783.0,Spatial/VR
69.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
70.0,1,1,1.5,1.0,3.0,783.0,Spatial/VR
70.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
71.0,1,1,1.4,1.0,3.0,783.0,Spatial/VR
71.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
72.0,1,1,1.35,1.0,3.0,783.0,Spatial/VR
72.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
73.0,1,1,1.15,1.0,3.0,783.0,Spatial/VR
73.5,1,1,1.1,1.0,3.0,783.0,Spatial/VR
74.0,1,1,1.05,1.0,3.0,783.0,Spatial/VR
74.5,1,1,1.0,1.0,3.0,783.0,Spatial/VR
75.0,1,1,1.0,1.0,3.0,783.0,Spatial/VR
75.5,2,2,1.1,1.0,3.0,783.0,Spatial/VR
76.0,2,2,1.2,1.0,3.0,783.0,Spatial/VR
76.5,2,1,1.25,1.0,3.0,783.0,Spatial/VR
77.0,2,1,1.3,1.0,3.0,783.0,Spatial/VR
77.5,2,2,1.4,1.0,3.0,783.0,Spatial/VR
78.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
78.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
79.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
79.5,2,1,1.65,1.0,3.0,783.0,Spatial/VR
80.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
80.5,2,1,1.65,1.0,3.0,783.0,Spatial/VR
81.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
81.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
82.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
82.5,2,2,1.6,1.0,3.0,783.0,Spatial/VR
83.0,2,2,1.65,1.0,3.0,783.0,Spatial/VR
83.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
84.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
84.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
85.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
85.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
86.0,1,2,1.8,1.0,3.0,783.0,Spatial/VR
86.5,1,1,1.75,1.0,3.0,783.0,Spatial/VR
87.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
87.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
88.0,2,1,1.65,1.0,3.0,783.0,Spatial/VR
88.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
89.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
89.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
90.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
90.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
91.0,1,1,1.35,1.0,3.0,783.0,Spatial/VR
91.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
92.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
92.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
93.0,1,1,1.2,1.0,3.0,783.0,Spatial/VR
93.5,2,1,1.2,1.0,3.0,783.0,Spatial/VR
94.0,2,2,1.25,1.0,3.0,783.0,Spatial/VR
94.5,2,2,1.3,1.0,3.0,783.0,Spatial/VR
95.0,2,2,1.35,1.0,3.0,783.0,Spatial/VR
95.5,2,2,1.45,1.0,3.0,783.0,Spatial/VR
96.0,2,2,1.55,1.0,3.0,783.0,Spatial/VR
96.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
97.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
97.5,2,2,1.85,1.0,3.0,783.0,Spatial/VR
98.0,2,2,1.95,1.0,3.0,783.0,Spatial/VR
98.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
99.0,2,1,1.95,1.0,3.0,783.0,Spatial/VR
99.5,2,1,1.9,1.0,3.0,783.0,Spatial/VR
100.0,2,1,1.85,1.0,3.0,783.0,Spatial/VR
100.5,1,1,1.75,1.0,3.0,783.0,Spatial/VR
101.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
101.5,2,1,1.65,1.0,3.0,783.0,Spatial/VR
102.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
102.5,1,1,1.5,1.0,3.0,783.0,Spatial/VR
103.0,1,1,1.4,1.0,3.0,783.0,Spatial/VR
103.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
104.0,1,1,1.25,1.0,3.0,783.0,Spatial/VR
104.5,1,1,1.2,1.0,3.0,783.0,Spatial/VR
105.0,1,1,1.15,1.0,3.0,783.0,Spatial/VR
105.5,2,2,1.25,1.0,3.0,783.0,Spatial/VR
106.0,2,1,1.25,1.0,3.0,783.0,Spatial/VR
106.5,2,1,1.25,1.0,3.0,783.0,Spatial/VR
107.0,1,1,1.2,1.0,3.0,783.0,Spatial/VR
107.5,2,1,1.25,1.0,3.0,783.0,Spatial/VR
108.0,1,2,1.3,1.0,3.0,783.0,Spatial/VR
108.5,2,2,1.4,1.0,3.0,783.0,Spatial/VR
109.0,2,2,1.5,1.0,3.0,783.0,Spatial/VR
109.5,2,2,1.6,1.0,3.0,783.0,Spatial/VR
110.0,1,2,1.65,1.0,3.0,783.0,Spatial/VR
110.5,1,1,1.55,1.0,3.0,783.0,Spatial/VR
111.0,1,1,1.5,1.0,3.0,783.0,Spatial/VR
111.5,1,1,1.45,1.0,3.0,783.0,Spatial/VR
112.0,1,1,1.45,1.0,3.0,783.0,Spatial/VR
112.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
113.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
113.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
114.0,2,1,1.3,1.0,3.0,783.0,Spatial/VR
114.5,2,1,1.25,1.0,3.0,783.0,Spatial/VR
115.0,2,1,1.25,1.0,3.0,783.0,Spatial/VR
115.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
116.0,2,2,1.4,1.0,3.0,783.0,Spatial/VR
116.5,2,2,1.5,1.0,3.0,783.0,Spatial/VR
117.0,2,2,1.6,1.0,3.0,783.0,Spatial/VR
117.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
118.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
118.5,2,2,1.8,1.0,3.0,783.0,Spatial/VR
119.0,2,2,1.85,1.0,3.0,783.0,Spatial/VR
119.5,1,2,1.85,1.0,3.0,783.0,Spatial/VR
120.0,1,2,1.85,1.0,3.0,783.0,Spatial/VR
120.5,2,2,1.9,1.0,3.0,783.0,Spatial/VR
121.0,2,2,1.9,1.0,3.0,783.0,Spatial/VR
121.5,2,1,1.85,1.0,3.0,783.0,Spatial/VR
122.0,2,2,1.85,1.0,3.0,783.0,Spatial/VR
122.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
123.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
123.5,2,2,1.8,1.0,3.0,783.0,Spatial/VR
124.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
124.5,2,2,1.85,1.0,3.0,783.0,Spatial/VR
125.0,2,2,1.9,1.0,3.0,783.0,Spatial/VR
125.5,2,2,1.9,1.0,3.0,783.0,Spatial/VR
126.0,2,2,1.9,1.0,3.0,783.0,Spatial/VR
126.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
127.0,2,1,1.9,1.0,3.0,783.0,Spatial/VR
127.5,2,1,1.9,1.0,3.0,783.0,Spatial/VR
128.0,2,2,1.9,1.0,3.0,783.0,Spatial/VR
128.5,2,2,1.9,1.0,3.0,783.0,Spatial/VR
129.0,2,1,1.85,1.0,3.0,783.0,Spatial/VR
129.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
130.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
130.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
131.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
131.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
132.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
132.5,2,2,1.85,1.0,3.0,783.0,Spatial/VR
133.0,2,2,1.85,1.0,3.0,783.0,Spatial/VR
133.5,2,2,1.85,1.0,3.0,783.0,Spatial/VR
134.0,2,2,1.9,1.0,3.0,783.0,Spatial/VR
134.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
135.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
135.5,2,1,1.95,1.0,3.0,783.0,Spatial/VR
136.0,2,1,1.9,1.0,3.0,783.0,Spatial/VR
136.5,2,1,1.85,1.0,3.0,783.0,Spatial/VR
137.0,2,1,1.8,1.0,3.0,783.0,Spatial/VR
137.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
138.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
138.5,2,1,1.65,1.0,3.0,783.0,Spatial/VR
139.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
139.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
140.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
140.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
141.0,1,2,1.55,1.0,3.0,783.0,Spatial/VR
141.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
142.0,1,1,1.5,1.0,3.0,783.0,Spatial/VR
142.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
143.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
143.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
144.0,2,2,1.55,1.0,3.0,783.0,Spatial/VR
144.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
145.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
145.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
146.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
146.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
147.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
147.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
148.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
148.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
149.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
149.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
150.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
150.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
151.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
151.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
152.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
152.5,1,2,1.55,1.0,3.0,783.0,Spatial/VR
153.0,1,2,1.55,1.0,3.0,783.0,Spatial/VR
153.5,1,2,1.55,1.0,3.0,783.0,Spatial/VR
154.0,2,2,1.6,1.0,3.0,783.0,Spatial/VR
154.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
155.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
155.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
156.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
156.5,2,2,1.8,1.0,3.0,783.0,Spatial/VR
157.0,2,2,1.85,1.0,3.0,783.0,Spatial/VR
157.5,2,2,1.9,1.0,3.0,783.0,Spatial/VR
158.0,2,2,1.95,1.0,3.0,783.0,Spatial/VR
158.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
159.0,2,1,1.95,1.0,3.0,783.0,Spatial/VR
159.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
160.0,2,2,1.95,1.0,3.0,783.0,Spatial/VR
160.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
161.0,2,1,1.9,1.0,3.0,783.0,Spatial/VR
161.5,2,1,1.85,1.0,3.0,783.0,Spatial/VR
162.0,2,1,1.8,1.0,3.0,783.0,Spatial/VR
162.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
163.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
163.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
164.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
164.5,2,1,1.65,1.0,3.0,783.0,Spatial/VR
165.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
165.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
166.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
166.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
167.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
167.5,1,1,1.5,1.0,3.0,783.0,Spatial/VR
168.0,1,1,1.45,1.0,3.0,783.0,Spatial/VR
168.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
169.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
169.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
170.0,1,1,1.2,1.0,3.0,783.0,Spatial/VR
170.5,2,1,1.2,1.0,3.0,783.0,Spatial/VR
171.0,2,1,1.2,1.0,3.0,783.0,Spatial/VR
171.5,2,1,1.2,1.0,3.0,783.0,Spatial/VR
172.0,2,2,1.25,1.0,3.0,783.0,Spatial/VR
172.5,2,2,1.35,1.0,3.0,783.0,Spatial/VR
173.0,2,2,1.45,1.0,3.0,783.0,Spatial/VR
173.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
174.0,2,2,1.65,1.0,3.0,783.0,Spatial/VR
174.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
175.0,2,2,1.85,1.0,3.0,783.0,Spatial/VR
175.5,2,2,1.9,1.0,3.0,783.0,Spatial/VR
176.0,2,2,1.95,1.0,3.0,783.0,Spatial/VR
176.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
177.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
177.5,2,1,1.95,1.0,3.0,783.0,Spatial/VR
178.0,1,1,1.85,1.0,3.0,783.0,Spatial/VR
178.5,1,1,1.75,1.0,3.0,783.0,Spatial/VR
179.0,1,1,1.65,1.0,3.0,783.0,Spatial/VR
179.5,1,1,1.55,1.0,3.0,783.0,Spatial/VR
180.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
180.5,2,1,1.45,1.0,3.0,783.0,Spatial/VR
181.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
181.5,2,2,1.4,1.0,3.0,783.0,Spatial/VR
182.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
182.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
183.0,1,1,1.35,1.0,3.0,783.0,Spatial/VR
183.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
184.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
184.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
185.0,2,2,1.55,1.0,3.0,783.0,Spatial/VR
185.5,1,1,1.5,1.0,3.0,783.0,Spatial/VR
186.0,1,1,1.45,1.0,3.0,783.0,Spatial/VR
186.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
187.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
187.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
188.0,2,2,1.4,1.0,3.0,783.0,Spatial/VR
188.5,2,2,1.45,1.0,3.0,783.0,Spatial/VR
189.0,2,2,1.5,1.0,3.0,783.0,Spatial/VR
189.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
190.0,2,2,1.55,1.0,3.0,783.0,Spatial/VR
190.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
191.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
191.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
192.0,2,1,1.8,1.0,3.0,783.0,Spatial/VR
192.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
193.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
193.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
194.0,2,1,1.65,1.0,3.0,783.0,Spatial/VR
194.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
195.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
195.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
196.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
196.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
197.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
197.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
198.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
198.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
199.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
199.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
200.0,2,2,1.55,1.0,3.0,783.0,Spatial/VR
200.5,2,2,1.6,1.0,3.0,783.0,Spatial/VR
201.0,2,2,1.65,1.0,3.0,783.0,Spatial/VR
201.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
202.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
202.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
203.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
203.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
204.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
204.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
205.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
205.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
206.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
206.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
207.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
207.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
208.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
208.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
209.0,2,1,1.8,1.0,3.0,783.0,Spatial/VR
209.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
210.0,2,2,1.85,1.0,3.0,783.0,Spatial/VR
210.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
211.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
211.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
212.0,2,1,1.65,1.0,3.0,783.0,Spatial/VR
212.5,1,1,1.55,1.0,3.0,783.0,Spatial/VR
213.0,1,1,1.45,1.0,3.0,783.0,Spatial/VR
213.5,2,1,1.45,1.0,3.0,783.0,Spatial/VR
214.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
214.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
215.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
215.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
216.0,2,1,1.3,1.0,3.0,783.0,Spatial/VR
216.5,2,2,1.35,1.0,3.0,783.0,Spatial/VR
217.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
