time,faces_103,faces_104,faces_105,faces_106,average_numeric,average_binary,task_start_sec,task_end_sec,condition
22.5,1.0,1,2.0,2.0,1.5,1.0,887.0,1667.0,Grid/VR
23.0,1.0,1,2.0,2.0,1.5,1.0,887.0,1667.0,Grid/VR
23.5,0.0,1,2.0,2.0,1.48,0.98,887.0,1667.0,Grid/VR
24.0,1.0,1,2.0,2.0,1.48,0.98,887.0,1667.0,Grid/VR
24.5,1.0,1,2.0,2.0,1.48,0.98,887.0,1667.0,Grid/VR
25.0,1.0,1,2.0,2.0,1.48,0.98,887.0,1667.0,Grid/VR
25.5,1.0,1,2.0,2.0,1.48,0.98,887.0,1667.0,Grid/VR
26.0,0.0,1,2.0,2.0,1.45,0.96,887.0,1667.0,Grid/VR
26.5,1.0,1,2.0,2.0,1.45,0.96,887.0,1667.0,Grid/VR
27.0,0.0,1,2.0,2.0,1.42,0.94,887.0,1667.0,Grid/VR
27.5,1.0,1,2.0,2.0,1.42,0.94,887.0,1667.0,Grid/VR
28.0,1.0,1,2.0,2.0,1.42,0.94,887.0,1667.0,Grid/VR
28.5,1.0,1,2.0,2.0,1.45,0.96,887.0,1667.0,Grid/VR
29.0,1.0,1,2.0,2.0,1.45,0.96,887.0,1667.0,Grid/VR
29.5,2.0,1,1.0,2.0,1.45,0.96,887.0,1667.0,Grid/VR
30.0,2.0,1,1.0,1.0,1.42,0.96,887.0,1667.0,Grid/VR
30.5,2.0,1,1.0,1.0,1.4,0.96,887.0,1667.0,Grid/VR
31.0,2.0,1,1.0,1.0,1.4,0.98,887.0,1667.0,Grid/VR
31.5,1.0,2,1.0,1.0,1.38,0.98,887.0,1667.0,Grid/VR
32.0,1.0,2,1.0,1.0,1.38,1.0,887.0,1667.0,Grid/VR
32.5,1.0,2,1.0,1.0,1.35,1.0,887.0,1667.0,Grid/VR
33.0,1.0,1,1.0,1.0,1.3,1.0,887.0,1667.0,Grid/VR
33.5,1.0,1,1.0,1.0,1.25,1.0,887.0,1667.0,Grid/VR
34.0,1.0,1,2.0,1.0,1.23,1.0,887.0,1667.0,Grid/VR
34.5,1.0,1,1.0,1.0,1.18,1.0,887.0,1667.0,Grid/VR
35.0,2.0,1,2.0,1.0,1.2,1.0,887.0,1667.0,Grid/VR
35.5,3.0,1,2.0,1.0,1.25,1.0,887.0,1667.0,Grid/VR
36.0,3.0,1,2.0,1.0,1.3,1.0,887.0,1667.0,Grid/VR
36.5,2.0,1,3.0,1.0,1.35,1.0,887.0,1667.0,Grid/VR
37.0,2.0,1,3.0,0.0,1.38,0.98,887.0,1667.0,Grid/VR
37.5,3.0,1,2.0,1.0,1.42,0.98,887.0,1667.0,Grid/VR
38.0,3.0,1,2.0,1.0,1.5,0.98,887.0,1667.0,Grid/VR
38.5,3.0,0,3.0,2.0,1.6,0.96,887.0,1667.0,Grid/VR
39.0,3.0,1,3.0,3.0,1.72,0.96,887.0,1667.0,Grid/VR
39.5,3.0,2,3.0,3.0,1.9,0.96,887.0,1667.0,Grid/VR
40.0,3.0,3,3.0,2.0,2.02,0.96,887.0,1667.0,Grid/VR
40.5,3.0,3,3.0,2.0,2.12,0.96,887.0,1667.0,Grid/VR
41.0,3.0,3,3.0,1.0,2.2,0.96,887.0,1667.0,Grid/VR
41.5,2.0,3,3.0,0.0,2.22,0.94,887.0,1667.0,Grid/VR
42.0,2.0,3,3.0,0.0,2.28,0.94,887.0,1667.0,Grid/VR
42.5,2.0,3,3.0,2.0,2.35,0.94,887.0,1667.0,Grid/VR
43.0,3.0,3,3.0,2.0,2.45,0.94,887.0,1667.0,Grid/VR
43.5,3.0,3,3.0,3.0,2.55,0.96,887.0,1667.0,Grid/VR
44.0,3.0,3,3.0,3.0,2.6,0.96,887.0,1667.0,Grid/VR
44.5,3.0,3,3.0,3.0,2.62,0.96,887.0,1667.0,Grid/VR
45.0,2.0,3,3.0,3.0,2.62,0.96,887.0,1667.0,Grid/VR
45.5,2.0,3,3.0,3.0,2.62,0.96,887.0,1667.0,Grid/VR
46.0,2.0,3,3.0,3.0,2.65,0.96,887.0,1667.0,Grid/VR
46.5,3.0,3,3.0,3.0,2.75,0.98,887.0,1667.0,Grid/VR
47.0,2.0,3,3.0,3.0,2.82,1.0,887.0,1667.0,Grid/VR
47.5,2.0,3,3.0,3.0,2.85,1.0,887.0,1667.0,Grid/VR
48.0,2.0,3,3.0,3.0,2.85,1.0,887.0,1667.0,Grid/VR
48.5,2.0,3,3.0,3.0,2.82,1.0,887.0,1667.0,Grid/VR
49.0,2.0,3,3.0,3.0,2.8,1.0,887.0,1667.0,Grid/VR
49.5,3.0,3,3.0,3.0,2.8,1.0,887.0,1667.0,Grid/VR
50.0,3.0,3,3.0,3.0,2.82,1.0,887.0,1667.0,Grid/VR
50.5,2.0,3,3.0,3.0,2.82,1.0,887.0,1667.0,Grid/VR
51.0,1.0,3,3.0,3.0,2.8,1.0,887.0,1667.0,Grid/VR
51.5,1.0,3,3.0,3.0,2.75,1.0,887.0,1667.0,Grid/VR
52.0,1.0,3,3.0,3.0,2.72,1.0,887.0,1667.0,Grid/VR
52.5,1.0,3,3.0,3.0,2.7,1.0,887.0,1667.0,Grid/VR
53.0,3.0,3,3.0,3.0,2.72,1.0,887.0,1667.0,Grid/VR
53.5,3.0,3,3.0,3.0,2.75,1.0,887.0,1667.0,Grid/VR
54.0,3.0,3,3.0,3.0,2.78,1.0,887.0,1667.0,Grid/VR
54.5,3.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
55.0,3.0,3,3.0,3.0,2.75,1.0,887.0,1667.0,Grid/VR
55.5,3.0,3,3.0,3.0,2.78,1.0,887.0,1667.0,Grid/VR
56.0,3.0,3,3.0,3.0,2.82,1.0,887.0,1667.0,Grid/VR
56.5,3.0,3,3.0,3.0,2.88,1.0,887.0,1667.0,Grid/VR
57.0,3.0,3,3.0,2.0,2.9,1.0,887.0,1667.0,Grid/VR
57.5,3.0,3,3.0,3.0,2.95,1.0,887.0,1667.0,Grid/VR
58.0,3.0,3,3.0,3.0,2.95,1.0,887.0,1667.0,Grid/VR
58.5,3.0,3,3.0,2.0,2.92,1.0,887.0,1667.0,Grid/VR
59.0,3.0,3,3.0,1.0,2.88,1.0,887.0,1667.0,Grid/VR
59.5,3.0,3,3.0,2.0,2.88,1.0,887.0,1667.0,Grid/VR
60.0,3.0,3,3.0,2.0,2.85,1.0,887.0,1667.0,Grid/VR
60.5,3.0,3,3.0,2.0,2.82,1.0,887.0,1667.0,Grid/VR
61.0,3.0,3,3.0,3.0,2.82,1.0,887.0,1667.0,Grid/VR
61.5,3.0,3,3.0,3.0,2.82,1.0,887.0,1667.0,Grid/VR
62.0,3.0,3,3.0,2.0,2.82,1.0,887.0,1667.0,Grid/VR
62.5,3.0,2,3.0,2.0,2.78,1.0,887.0,1667.0,Grid/VR
63.0,3.0,2,3.0,2.0,2.72,1.0,887.0,1667.0,Grid/VR
63.5,3.0,2,3.0,2.0,2.7,1.0,887.0,1667.0,Grid/VR
64.0,3.0,2,3.0,2.0,2.7,1.0,887.0,1667.0,Grid/VR
64.5,3.0,2,3.0,2.0,2.68,1.0,887.0,1667.0,Grid/VR
65.0,3.0,2,3.0,2.0,2.65,1.0,887.0,1667.0,Grid/VR
65.5,3.0,2,3.0,2.0,2.62,1.0,887.0,1667.0,Grid/VR
66.0,3.0,2,3.0,2.0,2.58,1.0,887.0,1667.0,Grid/VR
66.5,3.0,2,3.0,2.0,2.52,1.0,887.0,1667.0,Grid/VR
67.0,3.0,2,3.0,2.0,2.5,1.0,887.0,1667.0,Grid/VR
67.5,3.0,2,3.0,2.0,2.5,1.0,887.0,1667.0,Grid/VR
68.0,3.0,2,3.0,2.0,2.5,1.0,887.0,1667.0,Grid/VR
68.5,3.0,2,3.0,2.0,2.5,1.0,887.0,1667.0,Grid/VR
69.0,3.0,2,3.0,3.0,2.52,1.0,887.0,1667.0,Grid/VR
69.5,3.0,2,2.0,3.0,2.52,1.0,887.0,1667.0,Grid/VR
70.0,3.0,2,2.0,3.0,2.52,1.0,887.0,1667.0,Grid/VR
70.5,3.0,2,2.0,3.0,2.52,1.0,887.0,1667.0,Grid/VR
71.0,3.0,2,2.0,3.0,2.52,1.0,887.0,1667.0,Grid/VR
71.5,3.0,2,2.0,2.0,2.5,1.0,887.0,1667.0,Grid/VR
72.0,3.0,2,2.0,2.0,2.48,1.0,887.0,1667.0,Grid/VR
72.5,3.0,2,2.0,2.0,2.45,1.0,887.0,1667.0,Grid/VR
73.0,3.0,2,2.0,2.0,2.42,1.0,887.0,1667.0,Grid/VR
73.5,3.0,2,2.0,2.0,2.4,1.0,887.0,1667.0,Grid/VR
74.0,3.0,2,2.0,2.0,2.35,1.0,887.0,1667.0,Grid/VR
74.5,3.0,2,2.0,2.0,2.33,1.0,887.0,1667.0,Grid/VR
75.0,3.0,2,2.0,2.0,2.3,1.0,887.0,1667.0,Grid/VR
75.5,3.0,2,2.0,2.0,2.28,1.0,887.0,1667.0,Grid/VR
76.0,2.0,2,3.0,2.0,2.25,1.0,887.0,1667.0,Grid/VR
76.5,3.0,2,3.0,2.0,2.28,1.0,887.0,1667.0,Grid/VR
77.0,3.0,2,2.0,2.0,2.28,1.0,887.0,1667.0,Grid/VR
77.5,3.0,2,2.0,2.0,2.28,1.0,887.0,1667.0,Grid/VR
78.0,3.0,2,2.0,3.0,2.3,1.0,887.0,1667.0,Grid/VR
78.5,3.0,2,3.0,3.0,2.35,1.0,887.0,1667.0,Grid/VR
79.0,3.0,2,3.0,3.0,2.4,1.0,887.0,1667.0,Grid/VR
79.5,2.0,2,3.0,3.0,2.42,1.0,887.0,1667.0,Grid/VR
80.0,3.0,2,3.0,3.0,2.48,1.0,887.0,1667.0,Grid/VR
80.5,2.0,2,3.0,2.0,2.48,1.0,887.0,1667.0,Grid/VR
81.0,3.0,2,3.0,1.0,2.48,1.0,887.0,1667.0,Grid/VR
81.5,3.0,2,3.0,1.0,2.45,1.0,887.0,1667.0,Grid/VR
82.0,3.0,2,3.0,1.0,2.45,1.0,887.0,1667.0,Grid/VR
82.5,3.0,2,3.0,1.0,2.45,1.0,887.0,1667.0,Grid/VR
83.0,3.0,2,3.0,2.0,2.45,1.0,887.0,1667.0,Grid/VR
83.5,3.0,2,3.0,2.0,2.42,1.0,887.0,1667.0,Grid/VR
84.0,3.0,2,3.0,2.0,2.4,1.0,887.0,1667.0,Grid/VR
84.5,3.0,2,3.0,2.0,2.4,1.0,887.0,1667.0,Grid/VR
85.0,3.0,2,3.0,2.0,2.38,1.0,887.0,1667.0,Grid/VR
85.5,3.0,2,3.0,2.0,2.4,1.0,887.0,1667.0,Grid/VR
86.0,3.0,2,3.0,2.0,2.42,1.0,887.0,1667.0,Grid/VR
86.5,3.0,2,2.0,2.0,2.42,1.0,887.0,1667.0,Grid/VR
87.0,3.0,2,3.0,2.0,2.45,1.0,887.0,1667.0,Grid/VR
87.5,3.0,2,3.0,2.0,2.48,1.0,887.0,1667.0,Grid/VR
88.0,3.0,2,0.0,2.0,2.4,0.98,887.0,1667.0,Grid/VR
88.5,3.0,2,3.0,2.0,2.4,0.98,887.0,1667.0,Grid/VR
89.0,3.0,2,3.0,2.0,2.4,0.98,887.0,1667.0,Grid/VR
89.5,3.0,2,3.0,2.0,2.4,0.98,887.0,1667.0,Grid/VR
90.0,3.0,2,3.0,2.0,2.4,0.98,887.0,1667.0,Grid/VR
90.5,3.0,2,3.0,2.0,2.4,0.98,887.0,1667.0,Grid/VR
91.0,3.0,2,3.0,2.0,2.4,0.98,887.0,1667.0,Grid/VR
91.5,3.0,2,3.0,2.0,2.42,0.98,887.0,1667.0,Grid/VR
92.0,3.0,0,3.0,0.0,2.33,0.94,887.0,1667.0,Grid/VR
92.5,3.0,3,3.0,3.0,2.38,0.94,887.0,1667.0,Grid/VR
93.0,3.0,3,3.0,3.0,2.5,0.96,887.0,1667.0,Grid/VR
93.5,3.0,3,3.0,3.0,2.55,0.96,887.0,1667.0,Grid/VR
94.0,3.0,3,3.0,1.0,2.55,0.96,887.0,1667.0,Grid/VR
94.5,3.0,3,3.0,1.0,2.55,0.96,887.0,1667.0,Grid/VR
95.0,3.0,3,3.0,0.0,2.52,0.94,887.0,1667.0,Grid/VR
95.5,3.0,3,3.0,3.0,2.58,0.94,887.0,1667.0,Grid/VR
96.0,3.0,3,3.0,3.0,2.62,0.94,887.0,1667.0,Grid/VR
96.5,3.0,3,3.0,3.0,2.68,0.94,887.0,1667.0,Grid/VR
97.0,3.0,3,3.0,3.0,2.82,0.98,887.0,1667.0,Grid/VR
97.5,3.0,3,3.0,3.0,2.82,0.98,887.0,1667.0,Grid/VR
98.0,3.0,3,3.0,3.0,2.82,0.98,887.0,1667.0,Grid/VR
98.5,3.0,3,2.0,3.0,2.8,0.98,887.0,1667.0,Grid/VR
99.0,3.0,3,2.0,3.0,2.82,0.98,887.0,1667.0,Grid/VR
99.5,3.0,3,2.0,3.0,2.85,0.98,887.0,1667.0,Grid/VR
100.0,3.0,3,3.0,3.0,2.92,1.0,887.0,1667.0,Grid/VR
100.5,3.0,3,3.0,3.0,2.92,1.0,887.0,1667.0,Grid/VR
101.0,3.0,3,3.0,3.0,2.92,1.0,887.0,1667.0,Grid/VR
101.5,3.0,3,3.0,3.0,2.92,1.0,887.0,1667.0,Grid/VR
102.0,3.0,3,3.0,3.0,2.92,1.0,887.0,1667.0,Grid/VR
102.5,3.0,3,3.0,3.0,2.92,1.0,887.0,1667.0,Grid/VR
103.0,3.0,3,3.0,3.0,2.92,1.0,887.0,1667.0,Grid/VR
103.5,3.0,3,3.0,2.0,2.92,1.0,887.0,1667.0,Grid/VR
104.0,3.0,3,3.0,3.0,2.95,1.0,887.0,1667.0,Grid/VR
104.5,3.0,3,3.0,3.0,2.98,1.0,887.0,1667.0,Grid/VR
105.0,3.0,3,3.0,3.0,2.98,1.0,887.0,1667.0,Grid/VR
105.5,3.0,3,3.0,3.0,2.98,1.0,887.0,1667.0,Grid/VR
106.0,3.0,3,3.0,3.0,2.98,1.0,887.0,1667.0,Grid/VR
106.5,3.0,3,3.0,3.0,2.98,1.0,887.0,1667.0,Grid/VR
107.0,3.0,3,3.0,3.0,2.98,1.0,887.0,1667.0,Grid/VR
107.5,3.0,3,3.0,3.0,2.98,1.0,887.0,1667.0,Grid/VR
108.0,3.0,3,3.0,3.0,2.98,1.0,887.0,1667.0,Grid/VR
108.5,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
109.0,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
109.5,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
110.0,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
110.5,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
111.0,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
111.5,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
112.0,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
112.5,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
113.0,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
113.5,3.0,3,3.0,3.0,3.0,1.0,887.0,1667.0,Grid/VR
114.0,3.0,3,0.0,3.0,2.92,0.98,887.0,1667.0,Grid/VR
114.5,1.0,3,3.0,3.0,2.88,0.98,887.0,1667.0,Grid/VR
115.0,0.0,3,3.0,3.0,2.8,0.96,887.0,1667.0,Grid/VR
115.5,0.0,3,3.0,3.0,2.72,0.94,887.0,1667.0,Grid/VR
116.0,0.0,3,3.0,3.0,2.65,0.92,887.0,1667.0,Grid/VR
116.5,0.0,3,3.0,3.0,2.58,0.9,887.0,1667.0,Grid/VR
117.0,2.0,3,3.0,3.0,2.55,0.9,887.0,1667.0,Grid/VR
117.5,3.0,3,3.0,3.0,2.55,0.9,887.0,1667.0,Grid/VR
118.0,1.0,3,3.0,3.0,2.5,0.9,887.0,1667.0,Grid/VR
118.5,1.0,3,3.0,3.0,2.45,0.9,887.0,1667.0,Grid/VR
119.0,3.0,3,3.0,3.0,2.52,0.92,887.0,1667.0,Grid/VR
119.5,3.0,3,3.0,3.0,2.58,0.92,887.0,1667.0,Grid/VR
120.0,3.0,1,3.0,3.0,2.6,0.94,887.0,1667.0,Grid/VR
120.5,3.0,0,3.0,3.0,2.6,0.94,887.0,1667.0,Grid/VR
121.0,3.0,0,3.0,3.0,2.6,0.94,887.0,1667.0,Grid/VR
121.5,3.0,0,3.0,3.0,2.6,0.94,887.0,1667.0,Grid/VR
122.0,3.0,1,3.0,3.0,2.58,0.94,887.0,1667.0,Grid/VR
122.5,3.0,2,3.0,3.0,2.55,0.94,887.0,1667.0,Grid/VR
123.0,3.0,0,3.0,3.0,2.52,0.92,887.0,1667.0,Grid/VR
123.5,3.0,2,3.0,3.0,2.55,0.92,887.0,1667.0,Grid/VR
124.0,3.0,3,3.0,2.0,2.52,0.92,887.0,1667.0,Grid/VR
124.5,3.0,3,3.0,2.0,2.5,0.92,887.0,1667.0,Grid/VR
125.0,3.0,3,3.0,2.0,2.52,0.92,887.0,1667.0,Grid/VR
125.5,3.0,3,3.0,2.0,2.58,0.94,887.0,1667.0,Grid/VR
126.0,3.0,3,3.0,3.0,2.65,0.96,887.0,1667.0,Grid/VR
126.5,3.0,3,3.0,3.0,2.72,0.98,887.0,1667.0,Grid/VR
127.0,3.0,3,3.0,3.0,2.78,0.98,887.0,1667.0,Grid/VR
127.5,3.0,3,3.0,3.0,2.8,0.98,887.0,1667.0,Grid/VR
128.0,3.0,3,2.0,3.0,2.85,1.0,887.0,1667.0,Grid/VR
128.5,3.0,3,2.0,3.0,2.85,1.0,887.0,1667.0,Grid/VR
129.0,3.0,3,2.0,1.0,2.8,1.0,887.0,1667.0,Grid/VR
129.5,3.0,3,3.0,1.0,2.78,1.0,887.0,1667.0,Grid/VR
130.0,3.0,3,3.0,0.0,2.72,0.98,887.0,1667.0,Grid/VR
130.5,3.0,3,3.0,0.0,2.68,0.96,887.0,1667.0,Grid/VR
131.0,3.0,3,3.0,0.0,2.6,0.94,887.0,1667.0,Grid/VR
131.5,3.0,3,3.0,3.0,2.6,0.94,887.0,1667.0,Grid/VR
132.0,3.0,3,2.0,3.0,2.58,0.94,887.0,1667.0,Grid/VR
132.5,3.0,3,2.0,3.0,2.55,0.94,887.0,1667.0,Grid/VR
133.0,2.0,3,2.0,1.0,2.48,0.94,887.0,1667.0,Grid/VR
133.5,2.0,3,2.0,2.0,2.42,0.94,887.0,1667.0,Grid/VR
134.0,2.0,3,2.0,2.0,2.42,0.94,887.0,1667.0,Grid/VR
134.5,3.0,0,3.0,2.0,2.38,0.92,887.0,1667.0,Grid/VR
135.0,3.0,0,3.0,3.0,2.38,0.92,887.0,1667.0,Grid/VR
135.5,3.0,0,3.0,3.0,2.38,0.92,887.0,1667.0,Grid/VR
136.0,3.0,0,3.0,3.0,2.38,0.92,887.0,1667.0,Grid/VR
136.5,3.0,0,3.0,3.0,2.3,0.9,887.0,1667.0,Grid/VR
137.0,3.0,0,3.0,3.0,2.25,0.88,887.0,1667.0,Grid/VR
137.5,3.0,0,3.0,2.0,2.17,0.86,887.0,1667.0,Grid/VR
138.0,3.0,0,3.0,2.0,2.17,0.84,887.0,1667.0,Grid/VR
138.5,0.0,0,3.0,1.0,2.05,0.8,887.0,1667.0,Grid/VR
139.0,0.0,0,3.0,0.0,1.9,0.74,887.0,1667.0,Grid/VR
139.5,0.0,1,3.0,0.0,1.8,0.72,887.0,1667.0,Grid/VR
140.0,0.0,3,2.0,0.0,1.7,0.7,887.0,1667.0,Grid/VR
140.5,0.0,3,2.0,0.0,1.6,0.68,887.0,1667.0,Grid/VR
141.0,0.0,3,2.0,0.0,1.5,0.66,887.0,1667.0,Grid/VR
141.5,0.0,0,2.0,2.0,1.38,0.64,887.0,1667.0,Grid/VR
142.0,0.0,0,2.0,2.0,1.25,0.62,887.0,1667.0,Grid/VR
142.5,0.0,1,2.0,3.0,1.2,0.62,887.0,1667.0,Grid/VR
143.0,0.0,2,2.0,3.0,1.18,0.62,887.0,1667.0,Grid/VR
143.5,0.0,3,3.0,3.0,1.3,0.64,887.0,1667.0,Grid/VR
144.0,0.0,3,3.0,3.0,1.45,0.68,887.0,1667.0,Grid/VR
144.5,0.0,2,3.0,3.0,1.55,0.7,887.0,1667.0,Grid/VR
145.0,0.0,2,3.0,3.0,1.62,0.72,887.0,1667.0,Grid/VR
145.5,3.0,3,3.0,3.0,1.8,0.76,887.0,1667.0,Grid/VR
146.0,3.0,3,3.0,3.0,1.98,0.8,887.0,1667.0,Grid/VR
146.5,3.0,3,3.0,3.0,2.17,0.84,887.0,1667.0,Grid/VR
147.0,3.0,2,3.0,2.0,2.33,0.88,887.0,1667.0,Grid/VR
147.5,3.0,0,3.0,3.0,2.4,0.88,887.0,1667.0,Grid/VR
148.0,3.0,0,3.0,3.0,2.45,0.88,887.0,1667.0,Grid/VR
148.5,3.0,0,3.0,3.0,2.45,0.88,887.0,1667.0,Grid/VR
149.0,3.0,3,3.0,3.0,2.52,0.9,887.0,1667.0,Grid/VR
149.5,3.0,3,3.0,3.0,2.62,0.92,887.0,1667.0,Grid/VR
150.0,3.0,3,3.0,3.0,2.72,0.94,887.0,1667.0,Grid/VR
150.5,3.0,3,3.0,3.0,2.72,0.94,887.0,1667.0,Grid/VR
151.0,3.0,3,3.0,2.0,2.7,0.94,887.0,1667.0,Grid/VR
151.5,3.0,3,3.0,2.0,2.68,0.94,887.0,1667.0,Grid/VR
152.0,3.0,3,3.0,2.0,2.7,0.94,887.0,1667.0,Grid/VR
152.5,3.0,3,3.0,2.0,2.75,0.96,887.0,1667.0,Grid/VR
153.0,3.0,3,3.0,2.0,2.8,0.98,887.0,1667.0,Grid/VR
153.5,3.0,3,3.0,2.0,2.85,1.0,887.0,1667.0,Grid/VR
154.0,3.0,3,3.0,2.0,2.82,1.0,887.0,1667.0,Grid/VR
154.5,3.0,3,3.0,2.0,2.8,1.0,887.0,1667.0,Grid/VR
155.0,3.0,3,3.0,2.0,2.78,1.0,887.0,1667.0,Grid/VR
155.5,3.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
156.0,3.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
156.5,3.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
157.0,3.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
157.5,3.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
158.0,3.0,3,3.0,3.0,2.78,1.0,887.0,1667.0,Grid/VR
158.5,2.0,3,3.0,3.0,2.78,1.0,887.0,1667.0,Grid/VR
159.0,2.0,3,3.0,3.0,2.78,1.0,887.0,1667.0,Grid/VR
159.5,2.0,3,3.0,3.0,2.78,1.0,887.0,1667.0,Grid/VR
160.0,2.0,3,3.0,3.0,2.78,1.0,887.0,1667.0,Grid/VR
160.5,2.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
161.0,3.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
161.5,3.0,3,3.0,2.0,2.75,1.0,887.0,1667.0,Grid/VR
162.0,3.0,3,1.0,2.0,2.7,1.0,887.0,1667.0,Grid/VR
162.5,3.0,3,2.0,2.0,2.68,1.0,887.0,1667.0,Grid/VR
163.0,3.0,3,3.0,2.0,2.65,1.0,887.0,1667.0,Grid/VR
163.5,3.0,3,3.0,2.0,2.65,1.0,887.0,1667.0,Grid/VR
164.0,3.0,3,3.0,2.0,2.65,1.0,887.0,1667.0,Grid/VR
164.5,3.0,3,3.0,2.0,2.65,1.0,887.0,1667.0,Grid/VR
