frame,time,gaze_x,gaze_y,gaze_delta_x,gaze_delta_y,gaze_delta_euclidean,faces_detected_count,gaze_on_any_face,013_detected,013_tl_x,013_tl_y,013_br_x,013_br_y,gaze_on_013,014_detected,014_tl_x,014_tl_y,014_br_x,014_br_y,gaze_on_014,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y,gaze_on_UNKNOWN
15971,08:50.110,182.0,68.0,0.0,0.0,0.0,3,False,True,1445,649,1534,827,False,False,,,,,False,True,124,471,439,823,False
15986,08:50.608,182.0,68.0,0.0,0.0,0.0,2,False,False,,,,,False,False,,,,,False,True,-146,398,198,832,False
16001,08:51.106,182.0,68.0,0.0,0.0,0.0,2,False,True,1289,622,1371,799,False,False,,,,,False,True,829,700,990,957,False
16016,08:51.603,472.0,1430.0,290.0,1362.0,1392.5315077225362,3,False,True,1346,603,1423,770,False,False,,,,,False,True,-78,313,305,721,False
16031,08:52.101,,,,,,3,False,True,1509,690,1578,857,False,False,,,,,False,True,1182,727,1299,940,False
16046,08:52.599,942.0,668.0,,,,3,True,True,1703,719,1785,890,False,False,,,,,False,True,1379,731,1501,950,False
16061,08:53.097,604.0,1442.0,-338.0,774.0,844.5827372140636,3,False,True,1511,663,1590,830,False,False,,,,,False,True,1198,676,1319,893,False
16076,08:53.595,,,,,,3,False,True,1506,639,1581,811,False,False,,,,,False,True,1190,662,1310,883,False
16091,08:54.093,,,,,,3,False,True,1480,640,1548,803,False,False,,,,,False,True,1160,648,1283,884,False
16106,08:54.591,,,,,,3,False,True,1457,627,1534,800,False,False,,,,,False,True,1145,659,1262,877,False
16121,08:55.089,,,,,,3,False,True,1507,642,1583,812,False,False,,,,,False,True,1190,672,1310,899,False
16136,08:55.586,,,,,,3,False,True,1724,710,1805,886,False,False,,,,,False,True,1404,749,1524,968,False
16151,08:56.084,,,,,,2,False,True,1656,700,1732,871,False,False,,,,,False,True,1345,734,1465,950,False
16166,08:56.582,1366.0,910.0,,,,3,True,True,1598,692,1677,859,False,False,,,,,False,True,1300,726,1420,942,True
16181,08:57.080,1434.0,662.0,68.0,-248.0,257.1536505671269,3,False,True,1587,698,1665,867,False,False,,,,,False,True,1332,724,1454,950,False
16196,08:57.578,182.0,68.0,-1252.0,-594.0,1385.7633275563328,3,False,True,1573,702,1652,874,False,False,,,,,False,True,1374,727,1486,950,False
